Entity,Day,Daily hospital occupancy per million
Australia,2022-10-19,54.436
Australia,2022-10-20,54.742
Australia,2022-10-21,54.742
Australia,2022-10-22,54.742
Australia,2022-10-23,54.742
Australia,2022-10-24,54.742
Australia,2022-10-25,54.742
Australia,2022-10-26,54.742
Australia,2022-10-27,51.495
Australia,2022-10-28,51.495
Australia,2022-10-29,51.495
Australia,2022-10-30,51.495
Australia,2022-10-31,51.495
Australia,2022-11-01,51.495
Australia,2022-11-02,51.495
Australia,2022-11-03,53.29
Australia,2022-11-04,53.29
Australia,2022-11-05,53.29
Australia,2022-11-06,53.29
Australia,2022-11-07,53.29
Australia,2022-11-08,53.29
Australia,2022-11-09,53.29
Australia,2022-11-10,68.609
Australia,2022-11-11,68.609
Australia,2022-11-12,68.609
Australia,2022-11-13,68.609
Australia,2022-11-14,68.609
Australia,2022-11-15,68.609
Australia,2022-11-16,68.609
Australia,2022-11-17,81.33
Australia,2022-11-18,81.33
Australia,2022-11-19,81.33
Australia,2022-11-20,81.33
Australia,2022-11-21,81.33
Australia,2022-11-22,81.33
Australia,2022-11-23,81.33
Australia,2022-11-24,95.999
Australia,2022-11-25,95.999
Australia,2022-11-26,95.999
Australia,2022-11-27,95.999
Australia,2022-11-28,95.999
Australia,2022-11-29,95.999
Australia,2022-11-30,95.999
Australia,2022-12-01,106.733
Australia,2022-12-02,106.733
Australia,2022-12-03,106.733
Australia,2022-12-04,106.733
Australia,2022-12-05,106.733
Australia,2022-12-06,106.733
Australia,2022-12-07,106.733
Australia,2022-12-08,117.506
Australia,2022-12-09,117.506
Australia,2022-12-10,117.506
Australia,2022-12-11,117.506
Australia,2022-12-12,117.506
Australia,2022-12-13,117.506
Australia,2022-12-14,117.506
Australia,2022-12-15,130.838
Australia,2022-12-16,130.838
Australia,2022-12-17,130.838
Australia,2022-12-18,130.838
Australia,2022-12-19,130.838
Australia,2022-12-20,130.838
Australia,2022-12-21,130.838
Australia,2022-12-22,132.137
Australia,2022-12-23,132.137
Australia,2022-12-24,132.137
Australia,2022-12-25,132.137
Australia,2022-12-26,132.137
Australia,2022-12-27,132.137
Australia,2022-12-28,132.137
Australia,2022-12-29,140.006
Australia,2022-12-30,140.006
Australia,2022-12-31,140.006
Australia,2023-01-01,140.006
Australia,2023-01-02,140.006
Australia,2023-01-03,140.006
Australia,2023-01-04,140.006
Australia,2023-01-05,133.436
Australia,2023-01-06,133.436
Australia,2023-01-07,133.436
Australia,2023-01-08,133.436
Australia,2023-01-09,133.436
Australia,2023-01-10,133.436
Australia,2023-01-11,133.436
Australia,2023-01-12,108.605
Australia,2023-01-13,108.605
Australia,2023-01-14,108.605
Australia,2023-01-15,108.605
Australia,2023-01-16,108.605
Australia,2023-01-17,108.605
Australia,2023-01-18,108.605
Australia,2023-01-19,87.862
Australia,2023-01-20,87.862
Australia,2023-01-21,87.862
Australia,2023-01-22,87.862
Australia,2023-01-23,87.862
Australia,2023-01-24,87.862
Australia,2023-01-25,87.862
Australia,2023-01-26,74.645
Australia,2023-01-27,74.645
Australia,2023-01-28,74.645
Australia,2023-01-29,74.645
Australia,2023-01-30,74.645
Australia,2023-01-31,74.645
Australia,2023-02-01,74.645
Australia,2023-02-02,63.528
Australia,2023-02-03,63.528
Australia,2023-02-04,63.528
Australia,2023-02-05,63.528
Australia,2023-02-06,63.528
Australia,2023-02-07,63.528
Australia,2023-02-08,63.528
Australia,2023-02-09,54.78
Australia,2023-02-10,54.78
Australia,2023-02-11,54.78
Australia,2023-02-12,54.78
Australia,2023-02-13,54.78
Australia,2023-02-14,54.78
Australia,2023-02-15,54.78
Australia,2023-02-16,50.769
Australia,2023-02-17,50.769
Australia,2023-02-18,50.769
Australia,2023-02-19,50.769
Australia,2023-02-20,50.769
Australia,2023-02-21,50.769
Australia,2023-02-22,50.769
Australia,2023-02-23,50.234
Australia,2023-02-24,50.234
Australia,2023-02-25,50.234
Australia,2023-02-26,50.234
Australia,2023-02-27,50.234
Australia,2023-02-28,50.234
Australia,2023-03-01,50.234
Australia,2023-03-02,51.113
Australia,2023-03-03,51.113
Australia,2023-03-04,51.113
Australia,2023-03-05,51.113
Australia,2023-03-06,51.113
Australia,2023-03-07,51.113
Australia,2023-03-08,51.113
Australia,2023-03-09,50.081
Australia,2023-03-10,50.081
Australia,2023-03-11,50.081
Australia,2023-03-12,50.081
Australia,2023-03-13,50.081
Australia,2023-03-14,50.081
Australia,2023-03-15,50.081
Australia,2023-03-16,51.915
Australia,2023-03-17,51.915
Australia,2023-03-18,51.915
Australia,2023-03-19,51.915
Australia,2023-03-20,51.915
Australia,2023-03-21,51.915
Australia,2023-03-22,51.915
Australia,2023-03-23,55.009
Australia,2023-03-24,55.009
Australia,2023-03-25,55.009
Australia,2023-03-26,55.009
Australia,2023-03-27,55.009
Australia,2023-03-28,55.009
Australia,2023-03-29,55.009
Australia,2023-03-30,59.861
Australia,2023-03-31,59.861
Australia,2023-04-01,59.861
Australia,2023-04-02,59.861
Australia,2023-04-03,59.861
Australia,2023-04-04,59.861
Australia,2023-04-05,59.861
Australia,2023-04-06,65.285
Australia,2023-04-07,65.285
Australia,2023-04-08,65.285
Australia,2023-04-09,65.285
Australia,2023-04-10,65.285
Australia,2023-04-11,65.285
Australia,2023-04-12,65.285
Australia,2023-04-13,74.224
Australia,2023-04-14,74.224
Australia,2023-04-15,74.224
Australia,2023-04-16,74.224
Australia,2023-04-17,74.224
Australia,2023-04-18,74.224
Australia,2023-04-19,74.224
Australia,2023-04-20,78.044
Australia,2023-04-21,78.044
Australia,2023-04-22,78.044
Australia,2023-04-23,78.044
Australia,2023-04-24,78.044
Australia,2023-04-25,78.044
Australia,2023-04-26,78.044
Australia,2023-04-27,88.664
Australia,2023-04-28,88.664
Australia,2023-04-29,88.664
Australia,2023-04-30,88.664
Australia,2023-05-01,88.664
Australia,2023-05-02,88.664
Australia,2023-05-03,88.664
Australia,2023-05-04,89.772
Australia,2023-05-05,89.772
Australia,2023-05-06,89.772
Australia,2023-05-07,89.772
Australia,2023-05-08,89.772
Australia,2023-05-09,89.772
Australia,2023-05-10,89.772
Australia,2023-05-11,86.792
Australia,2023-05-12,86.792
Australia,2023-05-13,86.792
Australia,2023-05-14,86.792
Australia,2023-05-15,86.792
Australia,2023-05-16,86.792
Australia,2023-05-17,86.792
Australia,2023-05-18,89.581
Australia,2023-05-19,89.581
Australia,2023-05-20,89.581
Australia,2023-05-21,89.581
Australia,2023-05-22,89.581
Australia,2023-05-23,89.581
Australia,2023-05-24,89.581
Australia,2023-05-25,96.839
Australia,2023-05-26,96.839
Australia,2023-05-27,96.839
Australia,2023-05-28,96.839
Australia,2023-05-29,96.839
Australia,2023-05-30,96.839
Australia,2023-05-31,96.839
Australia,2023-06-01,105.702
Australia,2023-06-02,105.702
Australia,2023-06-03,105.702
Australia,2023-06-04,105.702
Australia,2023-06-05,105.702
Australia,2023-06-06,105.702
Australia,2023-06-07,105.702
Australia,2023-06-08,104.785
Australia,2023-06-09,104.785
Australia,2023-06-10,104.785
Australia,2023-06-11,104.785
Australia,2023-06-12,104.785
Australia,2023-06-13,104.785
Australia,2023-06-14,104.785
Australia,2023-06-15,92.408
Australia,2023-06-16,92.408
Australia,2023-06-17,92.408
Australia,2023-06-18,92.408
Australia,2023-06-19,92.408
Australia,2023-06-20,92.408
Australia,2023-06-21,92.408
Australia,2023-06-22,80.948
Australia,2023-06-23,80.948
Australia,2023-06-24,80.948
Australia,2023-06-25,80.948
Australia,2023-06-26,80.948
Australia,2023-06-27,80.948
Australia,2023-06-28,80.948
Australia,2023-06-29,73.116
Australia,2023-06-30,73.116
Australia,2023-07-01,73.116
Australia,2023-07-02,73.116
Australia,2023-07-03,73.116
Australia,2023-07-04,73.116
Australia,2023-07-05,73.116
Australia,2023-07-06,65.056
Australia,2023-07-07,65.056
Australia,2023-07-08,65.056
Australia,2023-07-09,65.056
Australia,2023-07-10,65.056
Australia,2023-07-11,65.056
Australia,2023-07-12,65.056
Australia,2023-07-13,55.85
Australia,2023-07-14,55.85
Australia,2023-07-15,55.85
Australia,2023-07-16,55.85
Australia,2023-07-17,55.85
Australia,2023-07-18,55.85
Australia,2023-07-19,55.85
Australia,2023-07-20,52.182
Australia,2023-07-21,52.182
Australia,2023-07-22,52.182
Australia,2023-07-23,52.182
Australia,2023-07-24,52.182
Australia,2023-07-25,52.182
Australia,2023-07-26,52.182
Australia,2023-07-27,49.394
Australia,2023-07-28,49.394
Australia,2023-07-29,49.394
Australia,2023-07-30,49.394
Australia,2023-07-31,49.394
Australia,2023-08-01,49.394
Australia,2023-08-02,49.394
Australia,2023-08-03,41.83
Australia,2023-08-04,41.83
Australia,2023-08-05,41.83
Australia,2023-08-06,41.83
Australia,2023-08-07,41.83
Australia,2023-08-08,41.83
Australia,2023-08-09,41.83
Australia,2023-08-10,38.01
Australia,2023-08-11,38.01
Australia,2023-08-12,38.01
Australia,2023-08-13,38.01
Australia,2023-08-14,38.01
Australia,2023-08-15,38.01
Australia,2023-08-16,38.01
Australia,2023-08-17,36.482
Australia,2023-08-18,36.482
Australia,2023-08-19,36.482
Australia,2023-08-20,36.482
Australia,2023-08-21,36.482
Australia,2023-08-22,36.482
Australia,2023-08-23,36.482
Australia,2023-08-24,35.298
Australia,2023-08-25,35.298
Australia,2023-08-26,35.298
Australia,2023-08-27,35.298
Australia,2023-08-28,35.298
Australia,2023-08-29,35.298
Australia,2023-08-30,35.298
Australia,2023-08-31,35.107
Australia,2023-09-01,35.107
Australia,2023-09-02,35.107
Australia,2023-09-03,35.107
Australia,2023-09-04,35.107
Australia,2023-09-05,35.107
Australia,2023-09-06,35.107
Australia,2023-09-07,35.183
Australia,2023-09-08,35.183
Australia,2023-09-09,35.183
Australia,2023-09-10,35.183
Australia,2023-09-11,35.183
Australia,2023-09-12,35.183
Australia,2023-09-13,35.183
Australia,2023-09-14,36.176
Australia,2023-09-15,36.176
Australia,2023-09-16,36.176
Australia,2023-09-17,36.176
Australia,2023-09-18,36.176
Australia,2023-09-19,36.176
Australia,2023-09-20,36.176
Australia,2023-09-21,36.902
Australia,2023-09-22,36.902
Australia,2023-09-23,36.902
Australia,2023-09-24,36.902
Australia,2023-09-25,36.902
Australia,2023-09-26,36.902
Australia,2023-09-27,36.902
Australia,2023-09-28,38.659
Australia,2023-09-29,38.659
Australia,2023-09-30,38.659
Australia,2023-10-01,38.659
Australia,2023-10-02,38.659
Australia,2023-10-03,38.659
Australia,2023-10-04,38.659
Australia,2023-10-05,39.232
Australia,2023-10-06,39.232
Australia,2023-10-07,39.232
Australia,2023-10-08,39.232
Australia,2023-10-09,39.232
Australia,2023-10-10,39.232
Australia,2023-10-11,39.232
Australia,2023-10-12,39.041
Australia,2023-10-13,39.041
Australia,2023-10-14,39.041
Australia,2023-10-15,39.041
Australia,2023-10-16,39.041
Australia,2023-10-17,39.041
Australia,2023-10-18,39.041
Australia,2023-10-19,41.295
Australia,2023-10-20,41.295
Australia,2023-10-21,41.295
Australia,2023-10-22,41.295
Australia,2023-10-23,41.295
Australia,2023-10-24,41.295
Australia,2023-10-25,41.295
Australia,2023-10-26,48.706
Australia,2023-10-27,48.706
Australia,2023-10-28,48.706
Australia,2023-10-29,48.706
Australia,2023-10-30,48.706
Australia,2023-10-31,48.706
Australia,2023-11-01,48.706
Australia,2023-11-02,50.693
Australia,2023-11-03,50.693
Australia,2023-11-04,50.693
Australia,2023-11-05,50.693
Australia,2023-11-06,50.693
Australia,2023-11-07,50.693
Australia,2023-11-08,50.693
Australia,2023-11-09,53.405
Australia,2023-11-10,53.405
Australia,2023-11-11,53.405
Australia,2023-11-12,53.405
Australia,2023-11-13,53.405
Australia,2023-11-14,53.405
Australia,2023-11-15,53.405
Australia,2023-11-16,61.58
Australia,2023-11-17,61.58
Australia,2023-11-18,61.58
Australia,2023-11-19,61.58
Australia,2023-11-20,61.58
Australia,2023-11-21,61.58
Australia,2023-11-22,61.58
Australia,2023-11-23,61.312
Australia,2023-11-24,61.312
Australia,2023-11-25,61.312
Australia,2023-11-26,61.312
Australia,2023-11-27,61.312
Australia,2023-11-28,61.312
Australia,2023-11-29,61.312
Australia,2023-11-30,60.472
Australia,2023-12-01,60.472
Australia,2023-12-02,60.472
Australia,2023-12-03,60.472
Australia,2023-12-04,60.472
Australia,2023-12-05,60.472
Australia,2023-12-06,60.472
Australia,2023-12-07,58.18
Austria,2020-04-01,119.804
Austria,2020-04-02,116.56
Austria,2020-04-03,120.139
Austria,2020-04-04,119.804
Austria,2020-04-05,106.94
Austria,2020-04-06,120.139
Austria,2020-04-07,123.048
Austria,2020-04-08,122.6
Austria,2020-04-09,121.482
Austria,2020-04-10,115.441
Austria,2020-04-11,115.777
Austria,2020-04-12,115.777
Austria,2020-04-13,109.736
Austria,2020-04-14,112.085
Austria,2020-04-15,111.973
Austria,2020-04-16,108.17
Austria,2020-04-17,101.682
Austria,2020-04-18,95.642
Austria,2020-04-19,91.391
Austria,2020-04-20,90.049
Austria,2020-04-21,84.567
Austria,2020-04-22,78.303
Austria,2020-04-23,75.73
Austria,2020-04-24,72.822
Austria,2020-04-25,68.012
Austria,2020-04-26,66.446
Austria,2020-04-27,64.768
Austria,2020-04-28,62.754
Austria,2020-04-29,57.832
Austria,2020-04-30,55.931
Austria,2020-05-01,52.799
Austria,2020-05-02,47.877
Austria,2020-05-03,47.206
Austria,2020-05-04,46.982
Austria,2020-05-05,46.758
Austria,2020-05-06,46.758
Austria,2020-05-07,40.27
Austria,2020-05-08,37.921
Austria,2020-05-09,34.565
Austria,2020-05-10,32.552
Austria,2020-05-11,31.209
Austria,2020-05-12,29.531
Austria,2020-05-13,27.182
Austria,2020-05-14,26.176
Austria,2020-05-15,23.715
Austria,2020-05-16,23.267
Austria,2020-05-17,22.037
Austria,2020-05-18,21.925
Austria,2020-05-19,20.359
Austria,2020-05-20,19.464
Austria,2020-05-21,21.03
Austria,2020-05-22,17.786
Austria,2020-05-23,16.108
Austria,2020-05-24,15.325
Austria,2020-05-25,15.549
Austria,2020-05-26,14.206
Austria,2020-05-27,12.976
Austria,2020-05-28,11.969
Austria,2020-05-29,11.522
Austria,2020-05-30,10.962
Austria,2020-05-31,10.851
Austria,2020-06-01,10.851
Austria,2020-06-02,9.844
Austria,2020-06-03,9.732
Austria,2020-06-04,9.732
Austria,2020-06-05,8.39
Austria,2020-06-06,8.054
Austria,2020-06-07,7.718
Austria,2020-06-08,9.173
Austria,2020-06-09,9.396
Austria,2020-06-10,8.949
Austria,2020-06-11,9.061
Austria,2020-06-12,7.718
Austria,2020-06-13,8.054
Austria,2020-06-14,7.718
Austria,2020-06-15,8.837
Austria,2020-06-16,8.725
Austria,2020-06-17,7.942
Austria,2020-06-18,8.054
Austria,2020-06-19,8.39
Austria,2020-06-20,8.278
Austria,2020-06-21,7.718
Austria,2020-06-22,7.718
Austria,2020-06-23,7.607
Austria,2020-06-24,7.83
Austria,2020-06-25,7.942
Austria,2020-06-26,7.83
Austria,2020-06-27,7.942
Austria,2020-06-28,7.942
Austria,2020-06-29,8.278
Austria,2020-06-30,7.159
Austria,2020-07-01,8.278
Austria,2020-07-02,7.718
Austria,2020-07-03,8.054
Austria,2020-07-04,7.607
Austria,2020-07-05,8.054
Austria,2020-07-06,8.725
Austria,2020-07-07,10.179
Austria,2020-07-08,8.613
Austria,2020-07-09,8.725
Austria,2020-07-10,8.949
Austria,2020-07-11,8.613
Austria,2020-07-12,9.285
Austria,2020-07-13,9.173
Austria,2020-07-14,9.285
Austria,2020-07-15,10.739
Austria,2020-07-16,10.515
Austria,2020-07-17,11.074
Austria,2020-07-18,10.962
Austria,2020-07-19,11.074
Austria,2020-07-20,12.529
Austria,2020-07-21,12.752
Austria,2020-07-22,12.417
Austria,2020-07-23,11.41
Austria,2020-07-24,11.522
Austria,2020-07-25,11.298
Austria,2020-07-26,10.851
Austria,2020-07-27,10.627
Austria,2020-07-28,9.956
Austria,2020-07-29,10.515
Austria,2020-07-30,11.745
Austria,2020-07-31,11.186
Austria,2020-08-01,9.956
Austria,2020-08-02,10.403
Austria,2020-08-03,12.64
Austria,2020-08-04,11.969
Austria,2020-08-05,12.864
Austria,2020-08-06,13.088
Austria,2020-08-07,13.2
Austria,2020-08-08,13.423
Austria,2020-08-09,13.535
Austria,2020-08-10,12.976
Austria,2020-08-11,13.312
Austria,2020-08-12,13.2
Austria,2020-08-13,12.752
Austria,2020-08-14,12.305
Austria,2020-08-15,11.634
Austria,2020-08-16,9.396
Austria,2020-08-17,12.752
Austria,2020-08-18,12.976
Austria,2020-08-19,13.535
Austria,2020-08-20,12.976
Austria,2020-08-21,12.529
Austria,2020-08-22,12.976
Austria,2020-08-23,12.976
Austria,2020-08-24,15.101
Austria,2020-08-25,15.325
Austria,2020-08-26,15.772
Austria,2020-08-27,16.22
Austria,2020-08-28,16.332
Austria,2020-08-29,16.108
Austria,2020-08-30,15.661
Austria,2020-08-31,17.227
Austria,2020-09-01,16.667
Austria,2020-09-02,17.562
Austria,2020-09-03,18.01
Austria,2020-09-04,17.45
Austria,2020-09-05,17.562
Austria,2020-09-06,15.996
Austria,2020-09-07,18.233
Austria,2020-09-08,19.016
Austria,2020-09-09,22.037
Austria,2020-09-10,22.932
Austria,2020-09-11,22.82
Austria,2020-09-12,23.379
Austria,2020-09-13,25.281
Austria,2020-09-14,28.525
Austria,2020-09-15,32.775
Austria,2020-09-16,35.908
Austria,2020-09-17,35.684
Austria,2020-09-18,37.362
Austria,2020-09-19,39.04
Austria,2020-09-20,38.145
Austria,2020-09-21,40.718
Austria,2020-09-22,43.626
Austria,2020-09-23,46.199
Austria,2020-09-24,47.206
Austria,2020-09-25,45.975
Austria,2020-09-26,47.317
Austria,2020-09-27,49.89
Austria,2020-09-28,52.463
Austria,2020-09-29,54.924
Austria,2020-09-30,55.483
Austria,2020-10-01,55.148
Austria,2020-10-02,52.799
Austria,2020-10-03,55.26
Austria,2020-10-04,53.246
Austria,2020-10-05,54.588
Austria,2020-10-06,55.707
Austria,2020-10-07,58.727
Austria,2020-10-08,56.602
Austria,2020-10-09,56.826
Austria,2020-10-10,56.938
Austria,2020-10-11,58.951
Austria,2020-10-12,62.754
Austria,2020-10-13,68.347
Austria,2020-10-14,73.157
Austria,2020-10-15,74.276
Austria,2020-10-16,78.974
Austria,2020-10-17,80.988
Austria,2020-10-18,83.001
Austria,2020-10-19,89.377
Austria,2020-10-20,99.445
Austria,2020-10-21,107.387
Austria,2020-10-22,112.085
Austria,2020-10-23,118.35
Austria,2020-10-24,131.661
Austria,2020-10-25,137.03
Austria,2020-10-26,148.776
Austria,2020-10-27,156.606
Austria,2020-10-28,175.511
Austria,2020-10-29,189.27
Austria,2020-10-30,201.686
Austria,2020-10-31,208.846
Austria,2020-11-01,217.906
Austria,2020-11-02,241.733
Austria,2020-11-03,271.936
Austria,2020-11-04,289.05
Austria,2020-11-05,306.165
Austria,2020-11-06,328.314
Austria,2020-11-07,336.256
Austria,2020-11-08,334.69
Austria,2020-11-09,361.089
Austria,2020-11-10,396.997
Austria,2020-11-11,416.013
Austria,2020-11-12,426.305
Austria,2020-11-13,438.721
Austria,2020-11-14,448.118
Austria,2020-11-15,467.358
Austria,2020-11-16,480.669
Austria,2020-11-17,506.174
Austria,2020-11-18,513.669
Austria,2020-11-19,516.129
Austria,2020-11-20,517.807
Austria,2020-11-21,514.228
Austria,2020-11-22,498.679
Austria,2020-11-23,508.747
Austria,2020-11-24,524.519
Austria,2020-11-25,511.879
Austria,2020-11-26,499.015
Austria,2020-11-27,492.75
Austria,2020-11-28,478.656
Austria,2020-11-29,475.524
Austria,2020-11-30,485.479
Austria,2020-12-01,501.364
Austria,2020-12-02,474.853
Austria,2020-12-03,456.619
Austria,2020-12-04,445.209
Austria,2020-12-05,433.687
Austria,2020-12-06,425.298
Austria,2020-12-07,434.582
Austria,2020-12-08,438.162
Austria,2020-12-09,431.115
Austria,2020-12-10,422.837
Austria,2020-12-11,408.407
Austria,2020-12-12,402.59
Austria,2020-12-13,385.251
Austria,2020-12-14,389.167
Austria,2020-12-15,394.2
Austria,2020-12-16,381.448
Austria,2020-12-17,360.194
Austria,2020-12-18,343.751
Austria,2020-12-19,331.558
Austria,2020-12-20,322.944
Austria,2020-12-21,321.155
Austria,2020-12-22,326.86
Austria,2020-12-23,310.416
Austria,2020-12-24,296.21
Austria,2020-12-25,274.508
Austria,2020-12-26,274.62
Austria,2020-12-27,274.844
Austria,2020-12-28,280.773
Austria,2020-12-29,282.674
Austria,2020-12-30,269.251
Austria,2020-12-31,261.98
Austria,2021-01-01,250.906
Austria,2021-01-02,250.906
Austria,2021-01-03,249.116
Austria,2021-01-04,259.631
Austria,2021-01-05,268.915
Austria,2021-01-06,266.566
Austria,2021-01-07,263.322
Austria,2021-01-08,265.224
Austria,2021-01-09,260.19
Austria,2021-01-10,251.241
Austria,2021-01-11,256.946
Austria,2021-01-12,257.394
Austria,2021-01-13,243.746
Austria,2021-01-14,233.343
Austria,2021-01-15,228.421
Austria,2021-01-16,224.842
